,bnf_code,quantity
11816,15206,48
11817,15207,24929
11818,15208,392
11819,15209,90908
11820,15210,241
11821,15211,5140
11822,15212,580
11823,15213,21500
11824,15214,27876
11825,15215,61570
11826,15216,5
11827,15217,360
11828,15218,219
11829,15220,209175
11830,15221,76398
11831,15222,2900
11832,15223,28850
11833,15225,558118
11834,15226,1
11835,15227,4335
11836,15228,11
11837,15229,41358
11838,15230,934
11839,15231,1771
11840,15232,540
11841,15233,60
11842,15234,74674
11843,15235,1597731
11844,15236,170
11845,15237,60
11846,15238,1531
11847,15239,4
11848,15240,2
11849,15241,5713
11850,15242,41955
11851,15243,285
11852,15244,14
11853,15245,5935
11854,15246,300
11855,15247,1478
11856,15248,70
11857,15249,90
11858,15251,270
11859,15253,27200
11860,15254,1258
11861,15255,1200
11862,15256,108
11863,15257,14
11864,15258,33383
11865,15259,33879320
11866,15260,60
11867,15261,703
11868,15262,2578
11869,15263,399074
11870,15265,61
11871,15266,69547
11872,15267,9691
11873,15268,16496
11874,15269,9230
11875,15271,208
11876,15272,24
11877,15273,970
11878,15274,7662
11879,15275,210
11880,15276,1850
11881,15277,127
11882,15279,195
11883,15280,9260
11884,15281,12
11885,15282,30
11886,15283,355944
11887,15284,16738
11888,15285,50
11889,15287,1531419
11890,15288,7964
11891,15289,93
11892,15290,7740
11893,15291,40
11894,15292,260
11895,15294,319520
11896,15296,180
11897,15297,85
11898,15299,56
11899,15300,1470
11900,15301,8000
11901,15302,60
11902,15303,10
11903,15305,1267
11904,15307,70
11905,15309,330744
11906,15310,40
11907,15311,341
11908,15313,1
11909,15315,384614
11910,15321,14
11911,15322,652
11912,15325,4140
11913,15326,420
11914,15327,200
11915,15329,130
11916,15330,29375
11917,15331,4030
11918,15332,13
11919,15334,57420
11920,15335,33
11921,15336,72
11922,15338,420
11923,15339,1650
11924,15340,313500
11925,15343,30
11926,15348,3089
11927,15349,1170
11928,15350,37
11929,15351,170046
11930,15352,2
11931,15353,270
11932,15354,379
11933,15355,42
11934,15356,58
11935,15357,4
11936,15362,32831
11937,15363,168
11938,15364,19834944
11939,15365,90
11940,15366,110
11941,15367,6400
11942,15368,2500
11943,15370,330904
11944,15371,100
11945,15373,2420
11946,15374,885
11947,15375,1200
11948,15376,68
11949,15377,300
11950,15378,120
11951,15379,174
11952,15380,8
11953,15381,3
11954,15382,244754
11955,15385,150
11956,15386,253200
11957,15388,194
11958,15389,700
11959,15390,220400
11960,15391,1470360
11961,15392,1890
11962,15393,1206
11963,15394,1320225
11964,15396,26917
11965,15397,997
11966,15399,26000
11967,15401,404
11968,15402,50195
11969,15403,594
11970,15404,420
11971,15405,90
11972,15407,60
11973,15408,8240
11974,15411,11760
11975,15412,41062
11976,15413,17183
11977,15414,311
11978,15415,2070
11979,15416,4
11980,15417,30
11981,15418,750
11982,15419,7910
11983,15420,116478
11984,15421,9410
11985,15423,820
11986,15425,64
11987,15426,178819
11988,15427,35790
11989,15429,690
11990,15430,27
11991,15432,13250
11992,15433,556
11993,15434,2180
11994,15435,1099
11995,15436,10550
11996,15437,13987
11997,15438,3
11998,15439,2266
11999,15440,114925
12000,15442,257000
12001,15443,39479
12002,15444,27
12003,15445,1790
12004,15446,450
12005,15447,303
12006,15448,184075
12007,15450,440
12008,15451,3
12009,15452,245
12010,15453,630
12011,15455,1531
12012,15457,840
12013,15458,2684
12014,15459,415187
12015,15460,554772
12016,15461,100
12017,15462,261
12018,15463,46480
12019,15464,98
12020,15465,2085600
12021,15466,4071
12022,15468,900
12023,15470,4
12024,15471,60
12025,15472,60
12026,15473,189797
12027,15474,35
12028,15475,480
12029,15476,4
12030,15477,3
12031,15478,280
12032,15479,178
12033,15480,50
12034,15483,37500
12035,15484,47
12036,15485,10
12037,15486,39
12038,15487,28397
12039,15488,131
12040,15489,7962
12041,15491,10067
12042,15492,120
12043,15493,304
12044,15494,8501
12045,15496,1187398
12046,15497,420
12047,15498,6
12048,15499,12231
12049,15501,293354
12050,15502,30
12051,15503,25
12052,15504,3720
12053,15507,1
12054,15508,133
12055,15509,14
12056,15510,1773
12057,15512,4
12058,15514,6
12059,15518,36230
12060,15520,14581
12061,15521,186570
12062,15522,371924
12063,15523,21735
12064,15525,360
12065,15526,504
12066,15528,34
12067,15529,719464
12068,15531,60
12069,15532,58
12070,15533,3192
12071,15537,1600
12072,15538,3900
12073,15539,656
12074,15540,240
12075,15541,1015
12076,15542,238
12077,15543,880
12078,15544,36616
12079,15545,90
12080,15548,230
12081,15549,85
12082,15550,84
12083,15551,250
12084,15552,21
12085,15553,93
12086,15556,1
12087,15557,1928
12088,15558,2
12089,15559,11
12090,15560,2270
12091,15561,8
12092,15563,487
12093,15565,1
12094,15566,2069
12095,15567,8
12096,15568,240
12097,15569,6
12098,15570,431402
12099,15571,2390
12100,15572,2381964
12101,15573,1260
12102,15574,42
12103,15575,70
12104,15576,840
12105,15577,60
12106,15578,14401
12107,15580,36960
12108,15581,1201
12109,15583,33
12110,15584,180
12111,15586,1140
12112,15587,708
12113,15588,24
12114,15589,150
12115,15590,21
12116,15591,349394
12117,15593,330
12118,15594,30
12119,15595,287801
12120,15596,20
12121,15598,194900
12122,15599,53101
12123,15600,296
12124,15601,210
12125,15603,1086
12126,15604,42
12127,15605,184
12128,15606,300
12129,15607,529
12130,15608,135
12131,15609,1
12132,15611,128
12133,15612,774840
12134,15613,10727
12135,15615,250
12136,15616,8350
12137,15617,4760
12138,15618,36103
12139,15620,253780
12140,15622,6660
12141,15623,30
12142,15624,611
12143,15625,1626
12144,15627,7
12145,15628,1
12146,15629,51480
12147,15630,70937
12148,15631,12
12149,15632,5177
12150,15633,46500
12151,15634,780
12152,15635,312
12153,15638,1500
12154,15640,1860
12155,15641,36939
12156,15642,2508
12157,15643,8
12158,15644,900
12159,15645,2812
12160,15647,2000
12161,15648,140
12162,15649,630
12163,15650,149
12164,15651,150
12165,15652,250
12166,15654,71888
12167,15655,4690
12168,15656,2002
12169,15658,320
12170,15659,800
12171,15662,120
12172,15664,20523402
12173,15667,60
12174,15669,2832
12175,15670,56
12176,15671,26
12177,15672,47534
12178,15673,14934
12179,15674,2770
12180,15675,84
12181,15676,60
12182,15679,13
12183,15682,15
12184,15683,127773
12185,15684,24
12186,15685,5
12187,15686,2
12188,15687,60
12189,15688,20
12190,15689,14441
12191,15690,32160
12192,15691,13
12193,15693,1484
12194,15694,14333
12195,15695,18
12196,15696,330
12197,15698,2952
12198,15699,214880
12199,15700,305
12200,15701,1570
12201,15702,140
12202,15703,43713
12203,15704,3730
12204,15706,450
12205,15707,1382
12206,15708,20
12207,15709,71
12208,15710,241
12209,15711,112
12210,15712,725567
12211,15713,60
12212,15715,886
12213,15716,464241
12214,15717,6911
12215,15718,2388
12216,15719,8
12217,15720,80
12218,15721,199
12219,15722,21500
12220,15723,6100
12221,15724,90
12222,15725,1800
12223,15726,14667
12224,15727,10
12225,15728,30
12226,15730,31200
12227,15731,6580
12228,15732,2054
12229,15734,1922456
12230,15736,30
12231,15737,9440
12232,15739,11601
12233,15742,250
12234,15743,61025
12235,15744,2540
12236,15746,6909336
12237,15747,15894
12238,15748,49
12239,15749,140
12240,15751,3090
12241,15753,1760
12242,15755,400
12243,15756,15
12244,15757,165
12245,15758,1610
12246,15759,99
12247,15760,75101
12248,15761,249764
12249,15762,52
12250,15763,710
12251,15764,120
12252,15765,55
12253,15767,730
12254,15768,9480
12255,15769,2208
12256,15771,29
12257,15774,990
12258,15775,22
12259,15776,1114
12260,15777,164332
12261,15778,190501
12262,15779,548676
12263,15780,192440
12264,15781,182
12265,15782,2322
12266,15783,1320
12267,15784,5
12268,15785,21700
12269,15787,64
12270,15788,31
12271,15789,101082
12272,15790,970
12273,15791,910
12274,15793,1
12275,15798,4921
12276,15799,4444
12277,15801,2
12278,15802,210
12279,15804,831380
12280,15805,294
12281,15806,352
12282,15807,28
12283,15808,550
12284,15809,155
12285,15810,29
12286,15812,228
12287,15814,1550
12288,15815,353
12289,15816,5220
12290,15817,55
12291,15818,112
12292,15819,1290
12293,15820,28
12294,15821,1476
12295,15823,10386
12296,15824,200
12297,15825,56
12298,15826,371
12299,15827,617
12300,15828,45181
12301,15829,233445
12302,15830,300
12303,15832,553
12304,15833,80
12305,15834,29
12306,15835,900
12307,15837,38
12308,15838,19892
12309,15839,1002
12310,15840,381
12311,15841,2
12312,15842,5764835
12313,15843,42073
12314,15844,26281015
12315,15845,2190
12316,15846,4
12317,15847,25
12318,15848,30
12319,15850,71244
12320,15852,680
12321,15853,2265
12322,15854,72
12323,15856,1550
12324,15857,1
12325,15858,200
12326,15859,84
12327,15860,45
12328,15862,56215
12329,15863,540
12330,15865,94
12331,15866,12044
12332,15867,390
12333,15869,1439137
12334,15870,4599
12335,15871,23
12336,15872,8
12337,15873,1395
12338,15874,13500
12339,15875,56
12340,15877,18000
12341,15878,75
12342,15880,150
12343,15881,70142
12344,15882,112
12345,15883,510
12346,15886,110
12347,15887,47250
12348,15888,697447
12349,15889,16887
12350,15891,5506
12351,15892,400
12352,15893,120
12353,15894,5854
12354,15896,40
12355,15897,27
12356,15899,102800
12357,15900,184418
12358,15901,2250
12359,15902,186
12360,15903,106
12361,15904,4380
12362,15905,150
12363,15907,6
12364,15908,19400
12365,15909,1018004
12366,15910,112
12367,15911,3
12368,15912,16341
12369,15913,239
12370,15914,750
12371,15915,560
12372,15916,3542
12373,15917,47144
12374,15918,11640
12375,15919,2890
12376,15920,1200
12377,15921,59415
12378,15922,1070
12379,15923,800
12380,15924,233952
12381,15925,42027
12382,15926,242
12383,15929,6803
12384,15930,31930
12385,15932,20
12386,15933,2
12387,15934,1830
12388,15935,8330
12389,15936,280440
12390,15937,644
12391,15938,33900
12392,15939,22
12393,15940,28
12394,15941,12
12395,15942,114200
12396,15943,166
12397,15944,932
12398,15945,83432
12399,15946,273
12400,15947,10
12401,15949,344279
12402,15952,77456
12403,15953,21689
12404,15954,1493
12405,15956,109400
12406,15957,13516
12407,15958,90
12408,15959,6039475
12409,15960,16
12410,15961,110
12411,15964,170
12412,15966,6
12413,15967,596
12414,15969,91
12415,15970,2
12416,15971,290
12417,15972,10
12418,15973,15
12419,15974,15
12420,15977,30
12421,15978,1
12422,15979,12750
12423,15980,196
12424,15981,1
12425,15984,4
12426,15986,1200
12427,15988,21
12428,15989,224
12429,15990,450
12430,15992,123171
12431,15993,9240
12432,15995,3000
12433,15996,30700
12434,15998,1860
12435,15999,2559472
12436,16001,180
12437,16002,1875
12438,16003,21840
12439,16005,79
12440,16006,44250
12441,16007,30
12442,16008,1897
12443,16009,363991
12444,16011,18
12445,16012,9180
12446,16013,16378
12447,16014,152
12448,16015,3200
12449,16016,47371
12450,16017,15050
12451,16018,15
12452,16019,9
12453,16020,40
12454,16021,900
12455,16022,3860
12456,16023,38590
12457,16025,112
12458,16026,9870
12459,16027,24
12460,16029,114
12461,16030,1290
12462,16031,5858
12463,16032,16647
12464,16034,80
12465,16036,3480
12466,16037,36148
12467,16038,4685
12468,16039,3450
12469,16040,40
12470,16041,2160
12471,16042,140
12472,16044,980
12473,16045,100
12474,16046,10
12475,16047,1780045
12476,16048,50393
12477,16049,100
12478,16050,30
12479,16051,300
12480,16052,58155
12481,16053,8553914
12482,16054,3
12483,16055,1800
12484,16056,3400
12485,16058,52130
12486,16059,9752
12487,16060,62400
12488,16061,81
12489,16062,19
12490,16063,18960
12491,16064,2
12492,16065,139
12493,16067,25840
12494,16068,425
12495,16069,326003
12496,16070,120
12497,16072,80
12498,16074,15
12499,16075,17864
12500,16076,1050
12501,16079,704
12502,16080,3
12503,16081,1996476
12504,16082,8840
12505,16084,1976
12506,16085,86
12507,16086,651665
12508,16088,71
12509,16089,39806
12510,16090,30
12511,16093,39396
12512,16094,9081
12513,16095,112
12514,16096,70
12515,16097,399250
12516,16099,44
12517,16102,28
12518,16103,14173
12519,16104,250291
12520,16105,302336
12521,16106,37693
12522,16107,210
12523,16108,4537520
12524,16110,115600
12525,16111,28413
12526,16112,1
12527,16113,3804
12528,16114,30
12529,16115,22
12530,16116,4135
12531,16117,7560
12532,16118,190
12533,16119,775
12534,16122,7930
12535,16123,38
12536,16124,429045
12537,16125,1462
12538,16127,22
12539,16128,6
12540,16129,207450
12541,16130,4600
12542,16131,10
12543,16133,230500
12544,16134,5
12545,16135,145520
12546,16136,3000
12547,16137,14
12548,16138,4244
12549,16139,64
12550,16140,45
12551,16141,146887
12552,16142,229216
12553,16143,244
12554,16144,4
12555,16145,30
12556,16146,833
12557,16147,4959
12558,16148,75
12559,16149,990
12560,16150,1995
12561,16152,810
12562,16153,8
12563,16154,82
12564,16155,226
12565,16156,398468
12566,16159,571
12567,16160,7
12568,16161,48374
12569,16162,919
12570,16163,84810
12571,16164,266
12572,16165,650
12573,16166,10413
12574,16167,420
12575,16168,560
12576,16169,13
12577,16172,2400
12578,16173,60
12579,16178,603778
12580,16180,20
12581,16181,1200
12582,16182,17000
12583,16183,4153
12584,16184,1925
12585,16185,115062
12586,16186,975336
12587,16187,6725
12588,16189,83345
12589,16191,25
12590,16192,390
12591,16193,118260
12592,16195,3498
12593,16196,30
12594,16198,40
12595,16199,2450
12596,16200,80678
12597,16201,1218
12598,16202,324373
12599,16203,940
12600,16204,330
12601,16205,1650
12602,16206,14
12603,16207,331
12604,16209,18
12605,16211,306194
12606,16213,268
12607,16214,180
12608,16215,9173243
12609,16216,41
12610,16218,61
12611,16219,30
12612,16220,404024
12613,16221,6
12614,16222,1748947
12615,16224,240
12616,16226,8376
12617,16227,11530
12618,16228,780
12619,16229,2079840
12620,16231,717115
12621,16232,77282
12622,16233,5
12623,16235,2532
12624,16236,15040
12625,16237,2838
12626,16239,38500
12627,16241,11863
12628,16243,7029
12629,16245,1138
12630,16247,8898
12631,16248,2970
12632,16249,3592881
12633,16250,77193
12634,16251,60
12635,16253,2
12636,16255,2500
12637,16260,45
12638,16261,24
12639,16262,174
12640,16263,810
12641,16264,226282
12642,16265,4900
12643,16266,2639727
12644,16267,17876
12645,16268,1070
12646,16269,150
12647,16270,210
12648,16271,2085
12649,16272,103870
12650,16273,11552
12651,16274,180
12652,16275,14
12653,16276,1
12654,16278,2200
12655,16280,110
12656,16281,19307
12657,16282,390
12658,16283,350
12659,16284,7082
12660,16285,750
12661,16286,8242
12662,16287,10
12663,16290,3526
12664,16291,200
12665,16292,9
12666,16293,120
12667,16294,15340
12668,16295,2210
12669,16296,581228
12670,16297,620222
12671,16298,17851394
12672,16300,70
12673,16301,5310
12674,16303,46152
12675,16304,2725
12676,16305,720000
12677,16306,1200
12678,16307,660
12679,16308,370
12680,16309,331555
12681,16310,3137
12682,16311,85
12683,16313,2032
12684,16314,97803
12685,16316,254207
12686,16317,4
12687,16318,660
12688,16319,540
12689,16320,6300
12690,16321,180
12691,16322,30
12692,16324,9
12693,16325,30
12694,16326,85366
12695,16327,90
12696,16328,308
12697,16329,26625
12698,16330,25130
12699,16331,79
12700,16332,4
12701,16334,87820
12702,16336,210
12703,16338,3104
12704,16339,3640
12705,16340,498075
12706,16341,500
12707,16342,189
12708,16343,7651
12709,16344,210
12710,16345,90
12711,16347,1186277
12712,16349,377
12713,16351,1705
12714,16352,60
12715,16353,500
12716,16354,311023
12717,16355,14457432
12718,16356,120
12719,16357,185
12720,16358,595
12721,16359,19
12722,16361,4
12723,16362,1503
12724,16363,6
12725,16364,4920
12726,16365,43887
12727,16366,120
12728,16368,3888
12729,16369,391
12730,16370,1
12731,16371,50700
12732,16374,1
12733,16375,497
12734,16376,776
12735,16378,95292
12736,16379,230
12737,16381,100
12738,16382,4
12739,16383,37570
12740,16384,7768
12741,16385,1304
12742,16386,450
12743,16388,515000
12744,16390,2930
12745,16391,260
12746,16392,93169
12747,16393,55909
12748,16395,130
12749,16396,13173
12750,16397,3966
12751,16398,28140
12752,16400,2
12753,16401,21671
12754,16402,2205
12755,16403,321819
12756,16404,14284
12757,16405,20
12758,16406,26740
12759,16408,86
12760,16409,16
12761,16411,270
12762,16412,368293
12763,16413,45
12764,16414,3
12765,16418,607
12766,16419,140
12767,16420,14200
12768,16421,120
12769,16422,180
12770,16423,104922
12771,16424,4671
12772,16425,1560
12773,16426,42
12774,16427,94655
12775,16428,217636
12776,16429,464
12777,16431,3000
12778,16432,1170
12779,16433,2300
12780,16435,10846
12781,16436,97094
12782,16438,1509592
12783,16439,59850
12784,16440,102
12785,16441,92070
12786,16442,300
12787,16443,16
12788,16444,1800
12789,16445,899
12790,16447,11
12791,16448,8
12792,16449,12
12793,16450,80
12794,16451,18450
12795,16452,4872
12796,16453,300
12797,16455,18
12798,16457,11368
12799,16458,6980
12800,16461,5381680
12801,16463,70955
12802,16464,92000
12803,16465,113200
12804,16466,15
12805,16467,43
12806,16468,40
12807,16469,43510
12808,16470,20153
12809,16471,2710
12810,16472,7182
12811,16473,2850
12812,16474,799329
12813,16475,30
12814,16476,349
12815,16478,185
12816,16479,63000
12817,16480,308
12818,16482,224
12819,16483,55
12820,16486,16
12821,16487,169
12822,16488,13
12823,16489,1710
12824,16490,327
12825,16493,3732750
12826,16494,3000
12827,16495,180
12828,16496,6534
12829,16497,75380
12830,16499,130819
12831,16501,1030
12832,16503,11
12833,16505,118850
12834,16506,30
12835,16509,32591
12836,16510,1400
12837,16511,300
12838,16512,890
12839,16515,2
12840,16516,390
12841,16517,20
12842,16519,16
12843,16522,400
12844,16523,390
12845,16524,17890
12846,16525,6
12847,16526,130
12848,16527,382510
12849,16528,2
12850,16529,162000
12851,16530,21
12852,16531,22878
12853,16532,134000
12854,16533,110
12855,16534,3750
12856,16536,240
12857,16537,111
12858,16538,749
12859,16541,125
12860,16543,270
12861,16544,9
12862,16545,650
12863,16548,131300
12864,16549,59
12865,16550,42000
12866,16551,144
12867,16552,9
12868,16553,4
12869,16554,100
12870,16557,420
12871,16558,370
12872,16559,31
12873,16562,17612837
12874,16563,71
12875,16564,506
12876,16565,33750
12877,16566,328574
12878,16567,5
12879,16568,442
12880,16569,44
12881,16570,74
12882,16571,170
12883,16572,1380
12884,16573,250
12885,16575,23
12886,16576,20
12887,16578,8277
12888,16579,1156
12889,16580,419
12890,16581,28
12891,16582,1660
12892,16583,52
12893,16584,1769
12894,16586,300
12895,16587,20
12896,16588,200
12897,16589,30
12898,16590,1393
12899,16591,48
12900,16592,30
12901,16596,1090350
12902,16597,2
12903,16599,181
12904,16600,8658
12905,16601,169353
12906,16602,110
12907,16603,5468
12908,16604,54960
12909,16605,3498
12910,16608,415
12911,16609,16600
12912,16610,1628875
12913,16611,12089
12914,16612,120
12915,16613,92
12916,16615,2159
12917,16616,28
12918,16617,35679
12919,16618,506
12920,16619,1810
12921,16620,822
12922,16621,359319
12923,16622,960
12924,16623,283
12925,16626,3600
12926,16629,41
12927,16631,330
12928,16632,5517
12929,16633,480
12930,16635,1501
12931,16636,16019
12932,16637,21918
12933,16638,545
12934,16639,21549
12935,16640,5488
12936,16641,452
12937,16642,3480
12938,16644,43
12939,16645,100
12940,16646,2
12941,16647,83000
12942,16648,755
12943,16649,281
12944,16650,320
12945,16651,532
12946,16652,100
12947,16653,2340
12948,16654,2640
12949,16655,2
12950,16656,1115000
12951,16657,56170
12952,16658,336
12953,16659,7895
12954,16660,8439
12955,16661,161
12956,16662,2100
12957,16663,1260
12958,16664,1698620
12959,16665,11737
12960,16666,896
12961,16667,535
12962,16668,58
12963,16670,751
12964,16671,148
12965,16674,180
12966,16675,866
12967,16676,2
12968,16680,2
12969,16681,90
12970,16682,695
12971,16683,94780
12972,16684,2924
12973,16685,71
12974,16686,10244
12975,16687,539
12976,16688,21160
12977,16689,400
12978,16690,5670
12979,16691,3240
12980,16692,1954
12981,16693,30
12982,16698,30
12983,16699,11540
12984,16700,100
12985,16701,14
12986,16702,199
12987,16703,1862
12988,16706,56
12989,16708,268
12990,16710,4000
12991,16711,20
12992,16713,240
12993,16714,15
12994,16715,68
12995,16717,97291
12996,16718,60710
12997,16719,328
12998,16720,22797
12999,16721,26
13000,16722,7005360
13001,16723,9400
13002,16724,230
13003,16725,17285
13004,16727,4000
13005,16728,1064
13006,16729,405393
13007,16732,22984
13008,16733,30
13009,16734,98835
13010,16735,3945200
13011,16737,1629
13012,16739,52
13013,16741,109733001
13014,16742,540
13015,16744,1770
13016,16745,434
13017,16746,336
13018,16748,1035
13019,16749,917158
13020,16750,180
13021,16751,1
13022,16753,15596
13023,16754,121
13024,16755,3202
13025,16756,2
13026,16757,170
13027,16760,2253
13028,16761,60
13029,16762,281
13030,16763,195
13031,16764,51
13032,16765,24626
13033,16766,122
13034,16767,120
13035,16768,1316
13036,16769,150
13037,16770,8
13038,16771,455310
13039,16772,3583930
13040,16776,260
13041,16777,30
13042,16778,60
13043,16779,40
13044,16780,85
13045,16781,12846
13046,16784,2025
13047,16788,800
13048,16789,5400
13049,16790,150
13050,16791,687
13051,16792,2
13052,16794,4912
13053,16796,1
13054,16797,714
13055,16798,121
13056,16800,6377
13057,16802,602
13058,16803,2732728
13059,16805,559
13060,16807,1170
13061,16808,20
13062,16809,240
13063,16811,12
13064,16812,418
13065,16813,40928
13066,16814,2348
13067,16815,16720
13068,16816,1630
13069,16817,2
13070,16818,130
13071,16819,184
13072,16821,23356
13073,16822,9527
13074,16823,45959
13075,16824,116
13076,16825,398
13077,16826,360
13078,16827,10157
13079,16828,3611
13080,16830,43852
13081,16831,3
13082,16832,4
13083,16834,20250
13084,16836,6565691
13085,16837,50
13086,16838,142679
13087,16839,159
13088,16840,5
13089,16841,78564
13090,16842,50
13091,16843,1941500
13092,16844,6
13093,16846,13
13094,16847,200
13095,16848,3660
13096,16849,210
13097,16852,416
13098,16853,2315
13099,16854,2182
13100,16855,5448
13101,16856,402
13102,16857,5053
13103,16858,1347
13104,16861,362291
13105,16862,708690
13106,16863,4
13107,16864,1604
13108,16865,2
13109,16866,4474734
13110,16867,84
13111,16868,4
13112,16871,690
13113,16873,279
13114,16875,91124
13115,16876,160
13116,16877,9240
13117,16878,39434
13118,16879,1064700
13119,16880,1200
13120,16881,99943
13121,16882,7110
13122,16883,47
13123,16884,30
13124,16885,32792
13125,16886,29
13126,16888,217
13127,16889,90
13128,16891,30
13129,16892,14630
13130,16893,490
13131,16894,720
13132,16895,326
13133,16896,10
13134,16897,1
13135,16898,4917
13136,16899,630
13137,16900,30
13138,16901,360
13139,16903,18884
13140,16904,25838
13141,16905,3
13142,16906,63
13143,16908,8560
13144,16910,26201
13145,16911,57
13146,16912,2
13147,16913,39750
13148,16914,3332
13149,16915,54
13150,16916,63083
13151,16917,2
13152,16918,2
13153,16919,10
13154,16920,2540
13155,16922,500
13156,16923,636775
13157,16924,445
13158,16925,1
13159,16926,122
13160,16928,40646
13161,16929,240
13162,16930,161
13163,16932,56
13164,16933,450
13165,16934,10
13166,16935,696
13167,16936,55
13168,16937,66
13169,16938,47
13170,16939,903200
13171,16940,8
13172,16941,3730
13173,16943,13265
13174,16944,1440
13175,16945,7
13176,16946,1000
13177,16947,35
13178,16948,502340
13179,16949,5219770
13180,16951,40
13181,16952,4
13182,16953,218944
13183,16954,118666
13184,16955,1
13185,16956,10215
13186,16957,60
13187,16959,79886
13188,16960,224080
13189,16962,23169376
13190,16963,162675
13191,16964,12502
13192,16966,20
13193,16967,40
13194,16968,412786
13195,16970,8354
13196,16973,160
13197,16974,150
13198,16975,210
13199,16976,1045
13200,16978,630
13201,16979,3442535
13202,16981,276
13203,16982,71
13204,16983,416
13205,16984,4500
13206,16986,9160
13207,16987,76
13208,16990,16
13209,16992,180
13210,16994,793353
13211,16995,75
13212,16997,60
13213,16998,3532
13214,16999,18984
13215,17001,21239
13216,17002,116
13217,17003,630
13218,17006,60
13219,17007,8
13220,17008,1270
13221,17009,10
13222,17010,2
13223,17011,3360
13224,17012,3722038
13225,17014,60
13226,17015,28
13227,17016,139880
13228,17017,480
13229,17018,4620
13230,17019,116790
13231,17020,4265
13232,17021,410
13233,17025,104
13234,17028,46000
13235,17029,8
13236,17031,968
13237,17034,440240
13238,17035,1350
13239,17036,710
13240,17037,16
13241,17038,195
13242,17039,2
13243,17040,100
13244,17041,13323
13245,17042,2454500
13246,17043,450
13247,17044,2200
13248,17045,2503
13249,17046,7922
13250,17047,51327
13251,17048,66
13252,17049,721784
13253,17050,6893
13254,17051,5032
13255,17052,30
13256,17053,1915
13257,17054,81
13258,17055,1230
13259,17056,616
13260,17057,3700
13261,17058,510
13262,17059,30
13263,17060,140
13264,17061,7673
13265,17062,56
13266,17063,1552
13267,17064,86
13268,17065,155187
13269,17067,2
13270,17068,2310
13271,17070,890
13272,17071,401754
13273,17072,13500
13274,17075,20700
13275,17076,40802
13276,17077,30
13277,17078,32
13278,17079,480
13279,17080,7
13280,17081,9729
13281,17082,300
13282,17083,1100
13283,17084,20
13284,17085,3413
13285,17086,233
13286,17087,400
13287,17090,1
13288,17091,72458
13289,17092,8900
13290,17094,1317670
13291,17095,10
13292,17097,18
13293,17098,17640
13294,17100,676
13295,17102,720
13296,17103,1065823
13297,17104,44
13298,17105,257
13299,17106,10
13300,17107,20250
13301,17109,60
13302,17110,484
13303,17112,8285
13304,17113,49
13305,17114,100
13306,17115,8425000
13307,17116,12
13308,17118,4570
13309,17119,45
13310,17124,2340
13311,17125,210
13312,17127,14235
13313,17128,5940
13314,17129,8
13315,17131,100
13316,17133,370
13317,17134,12300
13318,17136,1344
13319,17137,868
13320,17139,446710
13321,17140,2625
13322,17141,3
13323,17144,7997
13324,17148,1563
13325,17149,240
13326,17150,354
13327,17154,990
13328,17156,2810
13329,17158,56400
13330,17159,10
13331,17160,2400
13332,17161,290
13333,17162,900
13334,17164,3
13335,17166,5
13336,17168,400
13337,17169,297000
13338,17171,111
13339,17172,3
13340,17173,145
13341,17174,170
13342,17176,108
13343,17177,6
13344,17179,3140
13345,17184,1800
13346,17185,1000
13347,17186,8
13348,17188,360
13349,17189,10718
13350,17190,2175
13351,17192,173
13352,17193,150
13353,17194,88371
13354,17195,2910
13355,17196,85
13356,17198,359340
13357,17200,122600
13358,17202,34
13359,17203,12
13360,17204,6
13361,17205,7
13362,17206,1000
13363,17207,70
13364,17209,1202
13365,17210,14
13366,17212,2
13367,17213,302044
13368,17214,788
13369,17215,552805
13370,17216,4
13371,17218,27799472
13372,17221,30
13373,17223,81824
13374,17224,1
13375,17225,126
13376,17226,88
13377,17227,5879
13378,17228,199137
13379,17230,33846
13380,17231,2391
13381,17234,11252
13382,17236,31500
13383,17237,210
13384,17238,6383
13385,17239,322
13386,17240,94
13387,17243,866
13388,17244,30
13389,17245,1756955
13390,17246,4116300
13391,17247,385
13392,17248,10
13393,17249,2922
13394,17250,1925
13395,17251,22590
13396,17252,3597
13397,17253,30
13398,17255,19750
13399,17256,60
13400,17257,4081
13401,17258,1
13402,17259,79691
13403,17260,2800
13404,17261,3500
13405,17262,1
13406,17264,30
13407,17265,368
13408,17267,310
13409,17268,15560
13410,17269,2900
13411,17271,50
13412,17272,306
13413,17274,670
13414,17275,2258
13415,17276,75074
13416,17278,702
13417,17279,4
13418,17280,3868
13419,17281,420
13420,17283,100
13421,17284,120
13422,17285,60
13423,17287,360
13424,17289,9
13425,17291,2100
13426,17292,68760
13427,17293,780
13428,17294,14020
13429,17296,1
13430,17297,104
13431,17298,12
13432,17299,3366
13433,17300,1080
13434,17302,236
13435,17303,303361
13436,17304,3100
13437,17305,275
13438,17307,750
13439,17308,10
13440,17310,20000
13441,17312,35
13442,17313,3500
13443,17314,4892
13444,17316,57030
13445,17317,1950
13446,17318,112
13447,17319,14
13448,17320,1288
13449,17322,20
13450,17323,140
13451,17324,82
13452,17325,50
13453,17327,3962
13454,17328,18
13455,17329,8000
13456,17330,40
13457,17331,10
13458,17332,10
13459,17333,688
13460,17334,16277
13461,17336,38
